cart_item_id,cart_id,product_id,quantity,created_at,updated_at
241,826,284,18,2021-03-16 13:36:33,2022-02-11 04:17:55
242,854,449,8,2021-07-23 13:25:40,2022-10-09 05:27:06
243,579,489,71,2021-10-31 05:12:11,2022-02-13 19:26:04
244,163,237,50,2021-11-01 20:14:43,2022-12-01 21:54:24
245,484,443,57,2021-08-17 00:10:24,2022-09-01 09:37:14
246,289,1,9,2021-08-20 05:13:39,2022-06-01 22:23:55
247,717,129,26,2021-06-04 03:24:02,2022-04-05 12:33:23
248,798,426,44,2021-09-29 23:01:15,2022-08-27 03:18:38
249,658,421,97,2021-06-08 02:48:21,2022-11-03 13:41:56
250,255,286,36,2021-07-12 23:05:10,2022-02-24 00:01:41
251,319,79,65,2021-02-07 15:01:08,2022-05-02 11:38:39
252,430,21,50,2021-09-14 10:06:30,2022-09-24 11:31:30
253,62,270,48,2021-03-06 14:50:54,2022-08-31 12:31:19
254,658,483,74,2021-02-02 03:37:55,2022-04-13 15:34:17
255,69,115,91,2021-02-21 03:05:03,2022-01-11 17:44:51
256,307,120,25,2021-10-01 06:51:22,2022-02-11 00:02:42
257,964,233,53,2021-11-09 10:10:16,2022-09-17 14:07:48
258,681,297,53,2021-01-21 05:24:24,2022-04-20 23:20:01
259,325,261,16,2021-07-18 23:13:44,2022-01-19 17:53:59
260,22,173,41,2021-07-16 23:32:18,2022-10-19 07:39:23
261,279,161,64,2021-01-08 16:54:21,2022-01-19 09:49:50
262,575,455,18,2021-06-12 15:49:31,2022-07-03 13:49:37
263,281,160,34,2021-09-28 07:42:39,2022-04-03 02:25:25
264,588,6,65,2021-06-18 02:15:29,2022-03-07 17:21:51
265,262,450,85,2021-08-26 05:48:56,2022-10-14 23:44:54
266,66,173,31,2021-09-15 04:46:03,2022-09-11 17:24:46
267,723,55,12,2021-09-26 09:06:28,2022-11-21 17:35:42
268,411,285,74,2021-09-28 11:32:24,2022-10-22 05:47:58
269,206,227,73,2021-06-27 13:08:09,2022-07-25 02:17:26
270,352,363,83,2021-03-17 12:09:37,2022-04-26 23:06:49
271,114,128,63,2021-04-14 16:10:13,2022-04-07 21:57:23
272,1000,342,51,2021-08-18 04:02:01,2022-06-26 22:58:13
273,965,122,34,2021-02-21 10:27:33,2022-07-26 23:50:22
274,604,429,42,2021-02-04 06:05:46,2022-01-06 14:16:13
275,600,103,23,2021-05-20 02:13:23,2022-01-06 11:42:50
276,958,328,13,2021-11-06 09:47:35,2022-12-24 13:54:21
277,819,370,11,2021-09-22 21:00:40,2022-03-13 19:56:00
278,841,387,4,2021-10-17 23:20:06,2022-03-29 23:07:35
279,516,394,85,2021-02-25 01:53:11,2022-05-28 07:52:59
280,391,163,79,2021-05-31 13:39:28,2022-06-13 22:11:47
281,158,175,23,2021-05-01 01:25:58,2022-10-06 02:02:44
282,977,397,83,2021-02-06 04:47:40,2022-12-22 09:48:36
283,141,340,4,2021-02-02 22:31:01,2022-04-11 11:37:58
284,373,483,67,2021-10-06 09:09:46,2022-12-12 07:22:47
285,573,80,1,2021-12-06 10:04:46,2022-07-15 01:25:48
286,963,269,5,2021-01-17 03:04:34,2022-03-28 23:12:45
287,575,489,19,2021-03-27 19:19:51,2022-08-04 14:34:40
288,80,82,64,2021-04-15 11:49:38,2022-03-09 21:25:27
289,263,306,83,2021-11-26 13:43:12,2022-08-13 08:13:49
290,311,83,43,2021-09-10 00:32:24,2022-04-25 06:11:08
291,291,252,71,2021-05-10 09:43:19,2022-06-21 07:26:26
292,569,46,19,2021-08-27 22:46:40,2022-05-25 02:06:01
293,205,301,43,2021-11-08 01:41:00,2022-09-05 17:10:17
294,143,387,80,2021-11-26 00:41:04,2022-02-02 09:04:23
295,945,484,66,2021-06-27 09:32:39,2022-08-28 01:21:31
296,503,47,13,2021-05-22 16:51:03,2022-02-23 23:25:51
297,94,363,13,2021-10-26 20:03:02,2022-06-08 06:19:25
298,967,480,87,2021-11-22 05:59:00,2022-06-13 13:34:22
299,979,489,54,2021-03-27 14:29:29,2022-02-01 03:23:25
300,955,60,47,2021-03-14 13:23:19,2022-10-31 11:19:37
301,197,333,66,2021-06-07 04:25:44,2022-01-14 05:49:06
302,110,342,72,2021-09-15 00:47:16,2022-10-31 19:41:30
303,520,161,49,2021-09-04 19:52:04,2022-03-10 06:55:45
304,722,318,36,2021-01-31 19:46:14,2022-03-01 15:28:50
305,837,81,67,2021-09-14 13:34:34,2022-10-31 20:49:56
306,721,13,63,2021-04-06 07:59:07,2022-05-19 22:11:35
307,805,36,58,2021-07-06 22:24:42,2022-11-11 18:47:21
308,531,344,48,2021-12-17 21:09:29,2022-10-02 13:22:51
309,263,183,38,2021-10-28 12:41:18,2022-12-11 17:53:55
310,785,247,6,2021-10-08 04:07:26,2022-07-31 01:45:50
311,108,491,73,2021-01-09 16:14:10,2022-04-07 15:20:35
312,980,125,35,2021-09-03 21:50:14,2022-01-31 19:09:56
313,12,289,67,2021-03-31 00:46:10,2022-01-09 09:06:05
314,934,332,35,2021-07-08 02:31:08,2022-07-04 14:54:20
315,208,414,61,2021-01-26 22:06:14,2022-03-10 22:48:00
316,131,258,14,2021-12-06 12:23:38,2022-03-18 12:00:20
317,855,333,41,2021-11-25 16:58:11,2022-09-15 08:46:14
318,768,248,4,2021-09-16 11:49:04,2022-03-04 10:19:00
319,557,418,42,2021-12-02 19:23:08,2022-03-16 05:46:21
320,235,78,63,2021-10-25 22:30:26,2022-04-06 03:28:07
321,551,396,100,2021-01-22 06:04:00,2022-03-09 13:19:13
322,596,312,40,2021-02-12 06:41:41,2022-05-23 02:46:30
323,429,117,8,2021-02-12 03:22:21,2022-05-06 02:17:57
324,984,282,30,2021-10-19 03:21:19,2022-05-24 16:44:48
325,410,202,33,2021-03-31 01:41:27,2022-02-14 20:27:35
326,517,9,75,2021-03-04 20:55:41,2022-04-12 22:20:55
327,182,224,97,2021-10-07 07:56:48,2022-12-01 20:06:46
328,425,164,61,2021-05-04 14:03:35,2022-07-07 05:29:30
329,201,487,31,2021-05-03 06:10:26,2022-02-27 15:16:24
330,955,497,32,2021-03-09 01:56:33,2022-01-02 02:24:09
331,580,198,1,2021-07-01 14:46:30,2022-03-04 02:11:08
332,766,87,30,2021-01-19 03:21:47,2022-12-09 10:48:48
333,100,40,10,2021-10-08 07:55:11,2022-12-13 01:04:30
334,203,107,42,2021-04-28 07:58:10,2022-09-29 11:13:39
335,346,403,45,2021-05-04 07:17:10,2022-12-26 20:54:19
336,230,195,36,2021-02-22 03:02:19,2022-07-16 10:34:33
337,628,400,41,2021-05-02 11:58:06,2022-11-19 12:14:44
338,18,154,55,2021-05-21 13:58:09,2022-02-06 18:53:04
339,703,100,30,2021-05-04 15:42:29,2022-07-08 22:57:25
340,241,201,60,2021-01-28 05:50:50,2022-02-07 22:08:00
341,444,358,91,2021-07-05 02:01:21,2022-11-11 04:28:34
342,347,497,90,2021-02-06 15:49:02,2022-10-04 00:23:35
343,932,174,32,2021-01-26 15:18:16,2022-01-08 12:42:13
344,234,450,47,2021-04-28 04:03:08,2022-04-22 17:57:06
345,880,417,90,2021-06-02 07:58:35,2022-03-27 07:47:10
346,727,10,17,2021-01-19 12:40:45,2022-09-29 18:51:01
347,906,141,14,2021-09-25 12:33:08,2022-01-11 17:26:54
348,502,235,16,2021-02-22 14:47:01,2022-09-17 06:04:45
349,354,157,48,2021-01-05 04:05:23,2022-07-16 15:40:18
350,534,476,4,2021-06-30 20:50:16,2022-11-26 08:30:03
351,381,195,78,2021-10-04 04:56:00,2022-11-17 08:27:47
352,917,448,97,2021-04-01 20:57:31,2022-04-24 12:27:00
353,386,236,10,2021-09-10 17:54:46,2022-05-01 16:03:18
354,965,447,74,2021-06-13 08:58:55,2022-02-20 01:44:58
355,774,162,49,2021-07-07 17:19:08,2022-01-29 23:45:28
356,145,78,82,2021-10-15 01:20:25,2022-04-22 07:38:54
357,854,335,69,2021-05-11 12:24:59,2022-06-01 09:00:27
358,649,225,9,2021-07-23 14:54:13,2022-11-30 06:47:26
359,951,140,57,2021-03-29 12:36:57,2022-04-12 11:03:37
360,277,314,5,2021-10-26 01:40:18,2022-12-24 11:43:04
361,401,384,90,2021-06-27 16:07:18,2022-01-10 10:22:32
362,530,165,8,2021-05-27 20:42:30,2022-03-31 17:33:37
363,39,193,43,2021-07-01 04:30:53,2022-05-19 20:39:28
364,902,346,2,2021-11-09 19:12:30,2022-03-04 21:29:40
365,483,11,76,2021-11-28 11:30:07,2022-04-02 04:37:04
366,868,372,37,2021-12-02 18:08:20,2022-04-15 10:05:45
367,540,237,4,2021-06-04 19:32:05,2022-09-24 16:10:17
368,351,149,63,2021-08-14 22:24:26,2022-06-29 19:29:00
369,777,107,32,2021-10-14 20:59:54,2022-04-30 15:26:31
370,45,5,94,2021-03-26 07:01:38,2022-03-19 13:41:53
371,879,147,48,2021-11-12 23:24:49,2022-09-17 09:43:47
372,934,388,21,2021-09-29 12:44:25,2022-01-20 17:16:42
373,873,17,22,2021-04-17 21:38:49,2022-01-10 21:50:07
374,283,184,89,2021-07-21 18:32:33,2022-07-07 01:06:27
375,111,308,83,2021-08-15 21:40:26,2022-04-12 05:03:13
376,450,389,87,2021-10-08 23:27:29,2022-04-10 23:42:59
377,700,30,18,2021-06-28 02:22:47,2022-03-27 04:27:09
378,355,249,76,2021-03-20 05:44:20,2022-07-29 05:56:40
379,936,156,40,2021-07-14 04:02:18,2022-11-07 08:09:42
380,936,300,86,2021-03-16 04:50:47,2022-05-14 18:57:15
381,289,240,55,2021-02-10 17:10:16,2022-07-20 16:23:50
382,986,221,47,2021-12-08 22:40:50,2022-04-06 01:57:17
383,110,187,69,2021-11-18 21:56:12,2022-06-13 17:59:28
384,268,386,19,2021-09-19 03:02:02,2022-02-20 05:19:22
385,558,106,32,2021-09-13 12:16:22,2022-03-29 17:21:51
386,455,251,54,2021-01-06 15:49:53,2022-07-16 09:47:35
387,39,332,58,2021-01-12 19:27:26,2022-02-19 18:14:18
388,553,7,45,2021-08-04 03:58:18,2022-07-16 17:55:20
389,3,217,27,2021-10-05 23:52:38,2022-11-16 14:12:45
390,884,399,57,2021-07-05 12:36:04,2022-09-01 04:14:52
391,683,107,91,2021-11-17 02:51:19,2022-09-24 05:16:46
392,115,223,16,2021-11-12 17:50:50,2022-01-23 11:31:58
393,109,63,77,2021-10-26 14:54:29,2022-01-08 20:27:50
394,331,327,78,2021-10-23 17:15:34,2022-05-02 23:54:34
395,491,135,52,2021-04-07 22:14:52,2022-08-06 21:02:50
396,381,71,74,2021-04-08 04:46:25,2022-02-17 11:54:45
397,176,281,88,2021-07-22 17:05:05,2022-05-24 14:39:19
398,921,254,64,2021-07-08 08:21:35,2022-04-06 21:15:21
399,175,24,48,2021-04-01 05:57:12,2022-06-09 08:32:58
400,114,14,66,2021-09-27 11:49:38,2022-03-31 01:47:58
401,818,207,97,2021-10-08 05:44:16,2022-10-07 20:40:51
402,522,177,96,2021-11-02 17:21:17,2022-11-27 21:24:35
403,172,179,7,2021-05-17 12:21:51,2022-10-20 02:48:15
404,955,34,25,2021-02-06 21:51:37,2022-07-22 01:15:04
405,804,39,47,2021-10-06 20:35:04,2022-10-15 18:21:54
406,474,400,79,2021-07-09 19:40:57,2022-08-25 12:05:29
407,382,115,77,2021-05-07 05:57:58,2022-11-06 07:48:45
408,472,38,20,2021-10-14 23:40:25,2022-09-19 11:59:55
409,241,389,97,2021-06-14 13:38:28,2022-12-30 07:51:49
410,232,99,27,2021-05-29 19:37:13,2022-10-04 08:53:38
