shipping_id,order_id,shipping_date,shipping_method,tracking_number,status,created_at,updated_at
20,2999,2022-07-11 20:39:47,Standard Shipping,3739423956,on hold,2021-03-15 03:26:09,2022-05-14 00:54:49
21,187,2022-06-18 03:41:23,International Shipping,9687659457,on hold,2021-10-12 16:22:41,2022-10-20 04:16:38
22,2022,2022-01-13 12:30:46,Free Shipping,8142462650,active,2021-07-07 09:56:36,2022-01-06 21:22:56
23,688,2022-07-21 15:50:25,Same-Day Delivery,6353670876,on hold,2021-07-25 08:33:11,2022-11-16 20:29:11
24,2078,2022-07-30 18:32:46,Same-Day Delivery,9701266555,pending,2021-12-24 05:17:40,2022-12-24 20:59:53
25,987,2022-06-09 21:27:24,In-Store Pickup,6543119440,on hold,2021-06-26 05:44:35,2022-02-14 11:16:42
26,2563,2022-04-29 11:37:45,International Shipping,7454588921,cancelled,2021-11-29 11:05:55,2022-02-12 06:55:16
27,148,2022-03-23 21:42:32,Next Day Delivery,7229778557,active,2021-11-22 16:45:11,2022-06-15 21:49:56
28,773,2022-04-01 05:58:17,Same-Day Delivery,3715687522,completed,2021-01-08 20:58:30,2022-12-26 19:09:36
29,592,2022-01-19 10:35:30,Curbside Pickup,7498857489,on hold,2021-07-16 12:34:03,2022-09-09 01:48:28
30,616,2022-08-03 22:06:41,Same-Day Delivery,6773710291,cancelled,2021-03-25 10:43:20,2022-07-18 11:18:19
31,248,2022-05-11 06:31:18,Express Shipping,5786070580,cancelled,2021-11-04 10:37:37,2022-06-23 07:56:53
32,89,2022-11-18 16:02:51,2-Day Shipping,6963682351,active,2021-04-05 10:26:40,2022-10-01 04:41:50
33,1216,2022-10-26 18:46:57,Free Shipping,9408811636,on hold,2021-11-05 20:03:00,2022-03-07 12:45:26
34,132,2022-08-30 10:13:49,2-Day Shipping,4760579059,on hold,2021-08-12 13:02:27,2022-01-16 03:06:54
35,1627,2022-04-01 23:36:39,Priority Shipping,9777911346,on hold,2021-10-31 11:48:15,2022-11-08 17:35:30
36,1702,2022-02-03 05:53:04,Express Shipping,8450858020,completed,2021-07-30 22:03:35,2022-09-25 21:25:08
37,2205,2022-10-26 08:02:49,Curbside Pickup,9235374832,cancelled,2021-02-21 01:21:25,2022-06-10 19:08:08
38,1209,2022-12-24 09:06:50,International Shipping,7414259285,cancelled,2021-11-11 03:45:36,2022-11-26 13:14:41
39,1258,2022-01-02 09:06:18,2-Day Shipping,6806725914,cancelled,2021-01-09 00:11:59,2022-07-29 10:31:56
40,351,2022-03-18 08:30:29,Curbside Pickup,4887318253,on hold,2021-02-09 11:36:33,2022-06-04 02:31:26
41,949,2022-11-01 21:41:40,Curbside Pickup,8036464821,active,2021-11-23 22:50:38,2022-12-16 11:11:33
42,456,2022-04-05 14:23:03,Curbside Pickup,9203224770,on hold,2021-09-03 03:52:39,2022-12-28 07:22:50
43,2708,2022-03-13 23:20:45,Express Shipping,1421843739,cancelled,2021-09-18 03:37:27,2022-09-12 16:50:11
44,893,2022-11-06 07:53:06,Express Shipping,6708547910,pending,2021-10-07 16:49:19,2022-01-23 17:32:11
45,512,2022-08-21 11:15:50,Same-Day Delivery,5465498475,active,2021-08-19 08:50:48,2022-12-28 03:53:12
46,1909,2022-10-29 02:52:23,Curbside Pickup,2472879050,on hold,2021-11-15 10:21:00,2022-11-20 00:34:31
47,1794,2022-04-03 13:10:50,Priority Shipping,7391263737,active,2021-05-18 10:17:23,2022-03-24 01:29:42
48,2664,2022-05-09 06:25:55,Standard Shipping,3095020607,completed,2021-09-05 20:43:12,2022-06-30 05:19:35
49,1401,2022-08-19 11:40:59,Free Shipping,5815017824,on hold,2021-10-28 21:27:47,2022-10-31 13:46:35
50,2231,2022-06-08 15:28:07,Same-Day Delivery,3284901649,completed,2021-01-23 21:37:20,2022-08-23 19:04:18
51,812,2022-03-31 07:47:38,Standard Shipping,9911974044,cancelled,2021-09-13 15:08:01,2022-10-14 23:01:20
52,333,2022-07-08 15:01:30,Priority Shipping,2335487718,cancelled,2021-07-31 23:09:56,2022-04-18 23:42:30
53,698,2022-08-10 11:48:14,Standard Shipping,2229128185,on hold,2021-12-19 03:50:14,2022-08-10 18:36:40
54,295,2022-02-23 18:52:26,Express Shipping,6531560312,active,2021-02-19 08:57:07,2022-06-25 17:24:43
55,1322,2022-04-13 14:07:25,In-Store Pickup,9518645660,on hold,2021-11-20 07:35:23,2022-11-28 08:48:30
56,1926,2022-04-05 17:18:43,In-Store Pickup,7791534605,pending,2021-06-04 12:04:25,2022-10-12 04:59:57
57,2295,2022-11-10 01:50:22,Standard Shipping,9349756478,on hold,2021-06-30 19:15:02,2022-02-23 06:45:20
58,1422,2022-10-03 11:12:07,Standard Shipping,5431924028,active,2021-03-27 16:08:40,2022-06-22 08:10:57
59,474,2022-10-02 07:26:04,Curbside Pickup,1309088811,cancelled,2021-02-25 15:29:35,2022-01-15 00:00:32
60,764,2022-05-15 13:39:33,International Shipping,6164563742,cancelled,2021-02-02 00:34:45,2022-04-15 02:36:44
61,315,2022-09-19 03:35:03,Same-Day Delivery,2778020817,active,2021-04-22 04:06:38,2022-03-01 21:21:40
62,1259,2022-06-04 07:00:31,Priority Shipping,2523449184,active,2021-08-25 13:15:30,2022-09-29 11:15:19
63,2557,2022-11-30 13:22:26,In-Store Pickup,4401144482,completed,2021-03-01 20:12:57,2022-12-26 06:40:15
64,2225,2022-02-13 18:55:16,Free Shipping,6832289269,pending,2021-12-24 10:13:54,2022-03-21 15:44:50
65,1784,2022-02-16 18:42:43,In-Store Pickup,2430620239,cancelled,2021-07-23 13:12:58,2022-07-15 10:54:33
66,798,2022-09-14 00:18:30,Next Day Delivery,8457574600,cancelled,2021-11-29 09:04:20,2022-10-08 04:00:01
67,607,2022-09-08 17:00:33,In-Store Pickup,9948158717,active,2021-03-16 19:59:57,2022-07-30 21:01:23
68,1035,2022-03-30 04:19:16,2-Day Shipping,7115813539,active,2021-01-24 08:22:30,2022-10-07 05:02:10
69,2588,2022-05-03 13:39:52,In-Store Pickup,1655422263,pending,2021-08-04 11:36:29,2022-11-05 19:23:13
70,314,2022-12-14 13:10:31,Express Shipping,1789895631,completed,2021-09-06 13:37:32,2022-05-02 17:41:44
71,1206,2022-10-15 08:46:04,Curbside Pickup,9430211761,completed,2021-10-31 01:04:51,2022-11-17 20:45:01
72,695,2022-08-02 07:14:41,Priority Shipping,6017677956,on hold,2021-05-07 20:47:17,2022-04-23 06:30:32
73,2822,2022-01-27 15:38:31,Express Shipping,9780041834,cancelled,2021-06-20 17:20:07,2022-08-14 01:16:33
74,641,2022-04-22 08:57:53,2-Day Shipping,8727052037,completed,2021-07-24 22:53:18,2022-03-13 04:11:06
75,2922,2022-05-24 22:28:45,Priority Shipping,8566771577,on hold,2021-05-13 17:56:09,2022-05-28 23:52:59
76,2418,2022-08-31 23:10:59,Curbside Pickup,1187953201,on hold,2021-06-15 10:06:17,2022-09-09 13:56:58
77,1321,2022-04-28 14:29:30,Standard Shipping,3753182443,completed,2021-09-23 23:08:26,2022-08-13 16:10:03
78,1596,2022-11-22 03:28:30,Free Shipping,3776193976,completed,2021-10-02 03:01:33,2022-04-20 16:17:21
79,102,2022-06-20 07:48:41,Priority Shipping,1272207538,completed,2021-04-26 00:11:47,2022-04-29 01:39:05
80,2266,2022-06-26 20:22:59,Same-Day Delivery,9542403079,cancelled,2021-07-19 12:09:44,2022-01-20 11:23:06
81,2665,2022-01-06 13:48:34,Standard Shipping,5591251744,cancelled,2021-11-02 06:49:50,2022-08-22 07:41:38
82,406,2022-01-24 20:57:08,Curbside Pickup,7669359500,active,2021-05-16 06:05:50,2022-08-18 22:37:18
83,151,2022-08-07 01:41:32,Free Shipping,2801364830,completed,2021-09-27 18:25:32,2022-04-12 16:16:09
84,233,2022-12-02 12:58:54,International Shipping,6918263890,active,2021-12-20 06:26:11,2022-03-01 01:19:51
85,1385,2022-10-29 04:07:32,Next Day Delivery,5685042810,on hold,2021-07-18 10:03:03,2022-05-28 12:33:14
86,268,2022-03-17 04:35:38,2-Day Shipping,9185507315,active,2021-09-09 03:36:06,2022-07-15 10:46:54
87,875,2022-08-13 04:31:24,2-Day Shipping,6575337137,completed,2021-06-08 05:40:20,2022-12-29 12:39:44
88,1478,2022-08-09 21:29:54,Same-Day Delivery,9659640834,active,2021-03-01 10:08:58,2022-03-24 20:42:50
89,900,2022-06-27 19:44:19,Next Day Delivery,3417316932,active,2021-06-12 03:29:38,2022-07-08 08:26:22
90,1009,2022-09-06 19:03:24,Curbside Pickup,3082657136,on hold,2021-09-11 10:02:29,2022-04-29 18:37:29
91,2018,2022-04-24 00:02:32,Standard Shipping,5737701015,on hold,2021-11-21 22:10:46,2022-07-22 02:49:41
92,2486,2022-03-21 06:40:27,Next Day Delivery,6332666879,active,2021-03-27 13:59:41,2022-06-04 05:50:46
93,1874,2022-06-02 04:56:42,Priority Shipping,2103837607,on hold,2021-08-03 22:39:41,2022-09-28 07:59:27
94,836,2022-11-12 12:50:47,International Shipping,6850667305,active,2021-09-29 11:59:27,2022-07-29 18:05:19
95,1905,2022-03-18 18:44:37,Same-Day Delivery,8362727044,completed,2021-12-18 03:31:53,2022-01-18 13:20:09
96,1085,2022-09-26 23:53:41,Standard Shipping,8964581314,completed,2021-09-23 21:04:39,2022-12-12 11:21:56
97,1935,2022-02-20 08:44:57,International Shipping,9507824084,on hold,2021-09-05 10:52:41,2022-01-04 19:53:24
98,1874,2022-09-26 09:53:06,Next Day Delivery,3756902556,on hold,2021-07-12 19:05:36,2022-11-08 07:56:35
99,322,2022-12-27 02:28:54,2-Day Shipping,8650719140,on hold,2021-07-02 13:22:35,2022-09-08 16:02:11
100,2675,2022-12-20 00:01:58,Express Shipping,4080938956,on hold,2021-07-19 03:39:29,2022-04-21 23:52:54
101,635,2022-12-14 22:42:04,Priority Shipping,8178295144,on hold,2021-11-26 13:36:25,2022-02-02 13:50:30
102,1210,2022-08-21 08:31:32,Standard Shipping,1281440400,pending,2021-01-26 18:01:28,2022-08-13 20:47:46
103,2983,2022-03-23 06:06:01,International Shipping,2024875663,active,2021-10-21 17:44:27,2022-07-05 22:04:26
104,2516,2022-10-30 14:51:00,In-Store Pickup,5245301184,cancelled,2021-12-14 12:10:57,2022-02-19 04:50:49
105,1306,2022-10-16 05:15:41,Same-Day Delivery,2174435755,active,2021-07-18 00:15:28,2022-06-14 19:39:24
106,83,2022-02-15 16:04:16,Same-Day Delivery,4429209877,pending,2021-09-15 13:03:45,2022-05-16 08:58:09
107,1641,2022-06-27 22:52:05,International Shipping,4044057696,completed,2021-05-09 16:06:55,2022-08-09 03:34:08
108,1402,2022-09-06 22:25:41,Free Shipping,9402966934,pending,2021-05-28 14:40:22,2022-11-16 00:17:10
109,1366,2022-10-22 02:57:27,Express Shipping,2635954205,cancelled,2021-06-29 23:13:36,2022-09-02 04:31:57
110,2272,2022-10-28 07:29:31,In-Store Pickup,3982777642,on hold,2021-03-10 00:21:10,2022-09-04 11:12:44
111,308,2022-10-17 03:02:00,Free Shipping,5744083155,completed,2021-03-19 07:16:52,2022-02-04 12:38:40
112,621,2022-06-23 16:02:35,Next Day Delivery,1562747186,cancelled,2021-10-05 02:36:03,2022-12-27 15:33:12
113,1934,2022-01-21 03:09:42,In-Store Pickup,6977296031,pending,2021-12-15 20:58:50,2022-04-21 09:05:51
114,2079,2022-08-04 21:54:48,2-Day Shipping,3690671618,on hold,2021-06-19 16:13:07,2022-04-05 10:26:51
115,76,2022-07-24 06:30:25,In-Store Pickup,7613405985,completed,2021-02-06 01:48:50,2022-05-19 13:51:54
116,2747,2022-10-13 07:14:57,Priority Shipping,6669861395,completed,2021-06-10 06:23:09,2022-06-19 19:04:56
117,1416,2022-04-15 09:55:57,Priority Shipping,5803678413,on hold,2021-09-28 18:36:14,2022-09-17 03:10:22
118,744,2022-03-18 22:53:24,Priority Shipping,4094333338,on hold,2021-10-24 07:07:54,2022-11-08 12:40:11
119,19,2022-11-30 10:47:05,Next Day Delivery,4892768316,completed,2021-07-05 23:43:04,2022-11-08 16:02:54
120,2458,2022-10-14 05:54:49,Priority Shipping,8891001015,cancelled,2021-09-07 14:35:48,2022-06-07 20:27:19
121,1585,2022-09-13 11:12:43,Priority Shipping,7597123280,active,2021-12-13 14:54:53,2022-01-29 23:51:22
122,2678,2022-05-27 19:53:49,Standard Shipping,3974942511,active,2021-12-12 07:15:36,2022-05-06 17:57:15
123,2557,2022-04-03 02:26:28,International Shipping,1820291933,completed,2021-01-12 13:12:38,2022-06-24 22:40:54
124,705,2022-08-02 20:41:09,Priority Shipping,5122163633,pending,2021-06-02 12:53:34,2022-01-11 01:28:39
125,1574,2022-08-11 12:27:15,In-Store Pickup,1761650982,active,2021-11-04 16:59:42,2022-05-05 22:48:27
126,1309,2022-12-01 02:38:07,Free Shipping,7160367783,completed,2021-03-02 16:35:11,2022-04-11 04:47:05
127,286,2022-07-23 07:00:59,2-Day Shipping,1269807799,completed,2021-07-25 14:45:42,2022-01-30 03:16:14
128,733,2022-07-25 10:36:38,Express Shipping,9815508629,pending,2021-07-15 15:15:53,2022-12-03 16:54:43
129,1467,2022-01-10 13:13:46,Free Shipping,3513175217,completed,2021-09-25 04:00:26,2022-09-14 05:05:26
130,2860,2022-11-20 11:51:22,Priority Shipping,2967163971,pending,2021-02-10 04:23:32,2022-11-19 11:32:04
131,2980,2022-09-25 15:52:47,Express Shipping,8602237556,on hold,2021-03-05 22:11:39,2022-03-24 06:38:16
132,1426,2022-07-04 06:16:54,Same-Day Delivery,3983726949,on hold,2021-11-18 00:47:26,2022-03-29 02:11:46
133,1229,2022-10-12 14:43:09,Standard Shipping,2386472628,cancelled,2021-11-25 11:54:03,2022-06-14 03:46:22
134,1473,2022-01-05 18:04:59,Same-Day Delivery,2531615662,active,2021-07-25 19:32:41,2022-05-29 11:44:03
135,1836,2022-07-22 03:46:24,2-Day Shipping,7990017985,pending,2021-11-24 03:01:53,2022-07-26 15:50:26
136,2709,2022-04-22 11:11:32,Express Shipping,9225655577,active,2021-02-07 12:28:36,2022-06-02 13:22:08
137,990,2022-08-31 06:05:20,Curbside Pickup,1781223288,on hold,2021-05-10 14:34:43,2022-01-01 21:14:37
138,1971,2022-12-29 06:18:42,Next Day Delivery,6993527393,cancelled,2021-04-09 02:28:34,2022-10-27 01:59:46
139,2095,2022-10-26 09:51:32,Same-Day Delivery,4432255993,on hold,2021-11-25 19:59:53,2022-09-07 22:53:30
140,1530,2022-07-09 23:25:01,International Shipping,4850054203,active,2021-05-01 14:34:52,2022-08-11 22:21:57
141,2472,2022-09-03 00:07:02,Priority Shipping,1412290276,pending,2021-12-23 21:53:29,2022-07-08 13:47:49
142,2570,2022-11-06 19:32:35,Free Shipping,6851602257,cancelled,2021-01-09 08:00:13,2022-04-12 11:34:39
143,1960,2022-03-26 09:52:28,Next Day Delivery,4394941662,pending,2021-05-11 19:52:18,2022-12-03 13:15:28
144,2578,2022-12-03 00:57:13,Curbside Pickup,6261870740,cancelled,2021-02-08 12:33:57,2022-07-09 22:05:03
145,2303,2022-12-15 02:25:34,Next Day Delivery,8168478599,active,2021-02-19 23:10:54,2022-09-16 00:07:39
146,414,2022-10-04 23:05:17,Same-Day Delivery,1190438697,completed,2021-04-15 02:20:53,2022-08-19 19:02:52
147,2927,2022-08-20 09:55:09,Same-Day Delivery,5750555556,active,2021-07-03 07:58:14,2022-11-15 15:35:44
148,2263,2022-08-30 16:29:50,Express Shipping,7551434307,completed,2021-01-28 08:39:55,2022-07-15 02:46:08
149,2599,2022-10-04 10:55:41,Express Shipping,8019571210,pending,2021-10-08 03:26:50,2022-06-23 11:36:10
150,513,2022-05-30 22:37:26,Express Shipping,7938466522,cancelled,2021-08-06 04:16:16,2022-05-24 11:23:41
151,2421,2022-12-08 12:36:27,Priority Shipping,1189637615,pending,2021-02-26 10:50:41,2022-02-20 07:28:44
152,713,2022-04-18 03:17:14,International Shipping,2285892518,cancelled,2021-03-13 20:24:20,2022-07-15 03:29:45
153,759,2022-01-07 20:43:31,Free Shipping,7945544485,cancelled,2021-07-31 08:02:20,2022-01-19 15:16:21
154,1977,2022-03-18 15:07:42,Curbside Pickup,8231134619,completed,2021-01-15 23:14:55,2022-06-08 19:18:21
155,1592,2022-02-20 04:19:41,International Shipping,9127871824,pending,2021-02-16 04:21:44,2022-01-05 01:40:48
156,1627,2022-02-28 13:46:05,Priority Shipping,1994966628,pending,2021-06-05 08:55:59,2022-08-30 08:07:35
157,86,2022-09-28 10:02:37,Express Shipping,8167127097,active,2021-04-11 07:38:18,2022-09-01 02:58:16
158,424,2022-03-21 07:47:09,Same-Day Delivery,9419271575,pending,2021-07-14 11:41:43,2022-12-24 01:02:03
159,1183,2022-08-09 14:57:24,Next Day Delivery,4282312452,completed,2021-09-10 12:22:35,2022-11-08 16:57:58
160,431,2022-01-17 21:05:49,2-Day Shipping,9274979233,pending,2021-05-09 16:28:15,2022-02-11 19:13:18
161,2263,2022-10-02 04:55:08,Next Day Delivery,4887243069,cancelled,2021-09-17 19:09:28,2022-05-28 12:23:59
162,1671,2022-10-17 22:00:19,Curbside Pickup,4732099495,cancelled,2021-04-08 07:23:42,2022-08-31 22:58:38
163,92,2022-05-30 21:06:46,In-Store Pickup,6850203560,cancelled,2021-03-10 04:43:18,2022-04-06 10:09:11
164,552,2022-04-29 16:06:15,Next Day Delivery,9824726608,pending,2021-07-23 01:14:20,2022-04-13 14:37:24
165,2374,2022-09-14 05:21:29,2-Day Shipping,8952184598,cancelled,2021-11-10 19:22:17,2022-11-23 21:24:34
166,1231,2022-05-13 05:23:50,Priority Shipping,5648691852,pending,2021-05-16 20:48:14,2022-11-23 08:42:45
167,32,2022-10-30 15:03:53,Express Shipping,4982536687,completed,2021-11-26 22:26:47,2022-12-29 16:21:04
168,1908,2022-07-13 07:04:58,Curbside Pickup,8112661202,on hold,2021-11-11 15:23:43,2022-04-30 00:01:42
169,2277,2022-07-01 14:22:15,Priority Shipping,1364266042,cancelled,2021-10-03 02:36:58,2022-06-07 16:26:50
170,2770,2022-12-11 15:05:03,2-Day Shipping,6145303410,completed,2021-08-02 15:18:29,2022-06-30 10:10:45
171,2238,2022-09-29 23:19:17,Next Day Delivery,4085000464,on hold,2021-03-22 07:22:58,2022-11-21 02:03:12
172,822,2022-05-03 10:00:24,Next Day Delivery,9544254537,completed,2021-02-26 03:56:16,2022-07-18 03:43:33
173,2275,2022-04-02 14:25:05,In-Store Pickup,4835664600,completed,2021-01-29 22:13:40,2022-07-13 14:59:52
174,983,2022-04-06 09:52:13,Same-Day Delivery,5839162495,on hold,2021-07-06 04:35:18,2022-07-24 23:49:19
175,20,2022-10-17 15:14:16,Priority Shipping,1186894247,completed,2021-04-01 21:31:38,2022-03-18 16:13:10
176,1478,2022-03-15 19:45:02,Free Shipping,5348731877,completed,2021-03-03 05:52:03,2022-01-26 09:49:01
177,907,2022-12-19 20:20:20,Next Day Delivery,7388882877,pending,2021-12-04 07:12:05,2022-12-20 22:33:22
178,2105,2022-07-11 07:03:50,Priority Shipping,2348766211,active,2021-12-30 22:37:48,2022-04-11 17:28:30
179,984,2022-05-27 22:16:12,Express Shipping,4499771531,cancelled,2021-02-06 14:40:47,2022-02-14 20:10:26
180,984,2022-06-05 23:39:07,Curbside Pickup,1348970659,pending,2021-05-07 05:16:35,2022-04-17 14:50:06
181,1412,2022-09-07 03:06:27,Priority Shipping,5778368153,completed,2021-08-19 15:18:55,2022-01-06 16:29:13
182,1432,2022-07-26 11:58:58,Curbside Pickup,7662179349,on hold,2021-04-05 13:38:55,2022-10-12 20:10:57
183,493,2022-07-29 13:36:05,Same-Day Delivery,2801680546,active,2021-11-22 04:13:34,2022-10-09 23:01:41
184,324,2022-11-27 04:28:05,2-Day Shipping,2556576345,cancelled,2021-10-01 01:16:12,2022-01-13 08:53:19
185,1003,2022-05-26 17:39:50,In-Store Pickup,9712493673,on hold,2021-01-10 03:17:55,2022-03-08 09:52:11
186,447,2022-03-11 13:54:58,In-Store Pickup,5665765389,pending,2021-08-22 09:39:54,2022-09-30 21:58:12
187,1205,2022-12-21 14:05:37,Next Day Delivery,5996090720,on hold,2021-09-30 20:54:40,2022-12-14 13:52:02
188,40,2022-12-07 20:10:36,Priority Shipping,4521740751,completed,2021-08-03 13:09:28,2022-03-23 04:58:53
189,2982,2022-05-25 23:54:55,Same-Day Delivery,4324855365,completed,2021-09-22 08:37:15,2022-06-20 12:53:01
190,2940,2022-08-06 04:35:56,In-Store Pickup,1450862722,cancelled,2021-06-08 12:26:18,2022-10-06 17:43:59
191,2542,2022-05-10 06:34:59,Free Shipping,8460927002,cancelled,2021-10-03 18:45:19,2022-01-12 14:57:02
192,1879,2022-04-28 13:13:21,Next Day Delivery,5227579612,on hold,2021-05-16 04:56:17,2022-02-15 21:01:53
193,1835,2022-08-11 16:35:44,Free Shipping,8709521314,on hold,2021-12-24 16:12:13,2022-03-10 12:43:45
194,2176,2022-05-28 19:37:41,Express Shipping,4949937194,on hold,2021-07-22 02:54:02,2022-01-21 06:49:24
195,1348,2022-04-23 19:43:41,Standard Shipping,9880433730,pending,2021-08-27 20:29:46,2022-04-04 19:48:10
196,2345,2022-04-07 17:14:11,Free Shipping,5958200474,pending,2021-12-02 16:05:51,2022-05-03 20:06:54
197,2673,2022-04-30 13:29:07,Standard Shipping,7798881050,pending,2021-04-22 05:16:37,2022-06-09 15:54:00
198,2683,2022-10-08 05:14:04,Curbside Pickup,6767035170,cancelled,2021-04-26 22:53:45,2022-01-27 02:02:26
199,2423,2022-12-06 19:13:29,International Shipping,8829762677,cancelled,2021-01-27 11:44:06,2022-06-29 20:28:49
200,1118,2022-03-12 21:18:03,Standard Shipping,4793976986,pending,2021-03-05 14:44:36,2022-09-21 14:59:06
201,38,2022-03-03 20:26:17,Same-Day Delivery,2893641071,completed,2021-04-25 12:31:29,2022-09-02 11:07:51
202,1075,2022-07-31 21:51:00,2-Day Shipping,6748411023,cancelled,2021-09-21 14:58:03,2022-08-29 09:40:18
203,2497,2022-01-25 06:33:13,Express Shipping,6343822950,active,2021-04-03 18:34:13,2022-04-09 12:46:06
204,1339,2022-05-06 06:12:26,International Shipping,6336105456,cancelled,2021-11-30 03:36:45,2022-08-06 09:20:06
205,1542,2022-08-14 00:35:52,International Shipping,2024860775,pending,2021-04-21 01:35:46,2022-09-21 13:32:20
206,1565,2022-07-16 12:36:24,Priority Shipping,4226434521,on hold,2021-01-11 10:34:38,2022-08-31 19:39:43
207,216,2022-01-13 13:20:29,Same-Day Delivery,8491948472,completed,2021-03-19 05:04:00,2022-10-06 10:33:11
208,714,2022-08-15 12:09:57,Standard Shipping,9876310311,on hold,2021-05-16 13:20:56,2022-10-16 02:15:23
209,521,2022-03-09 17:05:40,Express Shipping,8145290511,on hold,2021-06-07 16:44:00,2022-06-20 12:16:16
210,1566,2022-06-28 12:15:33,Next Day Delivery,2629150849,pending,2021-01-01 13:13:46,2022-09-05 19:53:51
211,2576,2022-01-18 14:18:26,Same-Day Delivery,9301885361,completed,2021-03-22 16:39:15,2022-01-21 02:13:34
212,1853,2022-05-07 05:51:35,International Shipping,8053578967,on hold,2021-08-30 18:02:20,2022-08-25 20:53:01
213,1703,2022-10-05 08:33:29,Curbside Pickup,3371771649,completed,2021-01-04 17:02:29,2022-09-03 16:24:34
214,743,2022-05-17 14:46:19,Express Shipping,7225780780,active,2021-03-17 04:12:24,2022-03-15 14:01:48
215,211,2022-03-03 05:58:58,Priority Shipping,9087426205,cancelled,2021-01-30 19:24:18,2022-09-14 08:07:29
216,70,2022-05-03 19:39:10,Free Shipping,4564804048,completed,2021-04-24 02:09:37,2022-07-23 14:11:05
217,2136,2022-08-14 16:44:18,In-Store Pickup,7795526205,active,2021-11-10 11:56:39,2022-05-25 17:29:21
218,463,2022-01-17 17:39:17,Standard Shipping,5784281601,on hold,2021-01-03 15:37:51,2022-11-18 03:53:05
219,2870,2022-08-18 18:10:46,Same-Day Delivery,7546061482,active,2021-10-20 12:11:16,2022-12-20 06:10:11
220,2449,2022-02-01 13:13:02,In-Store Pickup,8797154906,active,2021-08-26 19:16:49,2022-02-27 07:59:10
221,490,2022-03-02 16:01:30,2-Day Shipping,8816889645,active,2021-03-03 20:24:58,2022-01-31 03:56:34
222,364,2022-11-19 06:09:17,Curbside Pickup,9092579440,completed,2021-05-09 22:21:05,2022-08-04 00:10:46
223,812,2022-08-24 01:12:58,Express Shipping,2065615443,pending,2021-04-26 04:30:59,2022-08-27 12:25:35
224,2532,2022-01-02 02:23:28,Express Shipping,8345188709,on hold,2021-10-23 14:27:37,2022-11-16 01:28:23
225,1090,2022-10-01 21:37:34,Priority Shipping,7193618167,pending,2021-01-29 00:00:05,2022-04-21 14:47:35
226,438,2022-06-28 20:34:11,2-Day Shipping,7292337337,cancelled,2021-08-16 14:58:50,2022-06-08 02:56:52
227,280,2022-05-11 09:10:11,Curbside Pickup,7549160867,active,2021-07-23 15:42:09,2022-10-08 12:34:09
228,2518,2022-05-06 17:20:17,Curbside Pickup,9364315103,on hold,2021-11-11 11:05:39,2022-11-04 15:00:28
229,2417,2022-06-30 02:07:00,Free Shipping,3031507565,on hold,2021-08-03 13:38:24,2022-05-26 23:28:19
230,1928,2022-11-22 08:50:45,Same-Day Delivery,6433456679,on hold,2021-01-06 22:45:17,2022-08-31 05:17:12
